"入庫番号","ステータス","状態","引取完了日","依頼元","車名","認定型式","車台番号","年式","車色","見積金額","登録番号１","登録番号２","登録番号３","登録番号４","NO","車証","印証","委任","譲渡","自賠","返却部品","営業担当者","入庫場所","引取車輌番号","自社管理番号"
"2200273","通常","入庫済","2022/05/30","ハロービックハロー八代","ﾜｺﾞﾝR","DBA-MH22S","MH22S-379768","200804","ﾌﾞﾗｯｸ系","35000","熊本","581","ま","694","有","有","無","無","無","無","","","","091800H22000273","340540"
"2200287","通常","入庫済","2022/06/04","個人","ﾜｺﾞﾝR","LA-MC22S","MC22S-219103","200110","ﾎﾜｲﾄﾊﾟｰﾙ系","25000","熊本","581","さ","3699","有","有","無","無","無","無","","","","091800H22000287","340605"
"2200266","通常","入庫済","2022/05/25","個人","ﾀﾝﾄ","DBA-L375S","L375S-0332336","201006","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","新潟","583","ろ","1245","有","有","無","無","無","有","","","","091800H22000266","340532"
"2200212","通常","入庫済","2022/04/16","（株）ＪＵＳＴ","ｱﾙﾄ","DBA-HA24S","HA24S-619551","200903","ﾌﾞﾗｳﾝ系","35000","熊本","580","に","5666","無","抹消原本","無","無","無","無","","","","091800H22000212","340420"
"2200230","通常","入庫済","2022/04/30","日産人吉　営業","ｻﾝﾊﾞｰ","V-KS4","KS4-041318","199012","ｼﾙﾊﾞｰ系","35000","熊本","41","い","7980","有","有","無","無","無","有","","","","091800H22000230","340437"
"2200233","通常","入庫済","2022/04/30","カーライフ　個人","ﾐﾗ･ｲｰｽ","DBA-LA350S","LA350S-0064738","201803","ﾚｯﾄﾞ系","80000","熊本","586","て","317","無","抹消原本","無","無","無","無","","","","091800H22000233","340440"
"2200228","通常","入庫済","2022/04/26","吉見自動車","ﾗｲﾌ","CBA-JB5","JB5-4355199","200505","ｸﾞﾚｰ系","35000","熊本","583","ち","425","有","有","無","無","無","無","","","","091800H22000228","340433"
"2200258","通常","入庫済","2022/05/17","吉見自動車","ﾀﾝﾄ","CBA-L350S","L350S-0054297","200407","ﾌﾞﾗｯｸ系","35000","熊本","581","の","7336","","有","","無","無","無","","","","091800H22000258","340523"
"2200268","通常","入庫済","2022/05/27","カーライフ　個人","ﾑｰﾌﾞ","GH-L900S","L900S-0227859","200104","ｼﾙﾊﾞｰ系","35000","熊本","581","こ","6468","有","有","無","無","無","無","","","","091800H22000268","340535"
"2200291","通常","入庫済","2022/06/07","ハロービックハロー八代","ﾑｰﾌﾞ","CBA-L150S","L150S-0169483","200408","ﾌﾞﾗｯｸ系","35000","熊本","53","せ","3329","有","有","無","無","無","無","","","","091800H22000291","340610"
"2200274","通常","入庫済","2022/05/31","今田電装","ｸｫｰﾚ","E-L70S","L70S-220842","198912","ﾎﾜｲﾄ系","35000","熊本","580","ね","9905","有","無","無","無","無","無","","","","091800H22000274","340541"
"2200247","通常","入庫済","2022/05/11","宮本鈑金塗装工場","ﾜｺﾞﾝR","UA-MC22S","MC22S-570453","200307","ｼﾙﾊﾞｰ系","0","熊本","581","そ","6977","有","有","無","無","無","無","","","","091800H22000247","340512"
"2200214","通常","入庫済","2022/04/18","日産人吉　営業","ｱﾙﾄ","GBD-HA24V","HA24V-108603","200506","ﾎﾜｲﾄ系","35000","熊本","480","あ","8344","無","抹消原本","無","無","無","無","","","","091800H22000214","340422"
"2200226","通常","入庫済","2022/04/27","（有）迫田石油","ﾑｰﾌﾞ･ｺﾝﾃ","DBA-L575S","L575S-0003095","200809","ﾌﾞﾙｰ系","35000","熊本","581","と","454","無","抹消原本","無","無","無","無","","","","091800H22000226","340435"
"2200278","通常","入庫済","2022/05/31","（有）嶋田車体","ﾀﾝﾄ･ｴｸﾞｾﾞ","DBA-L455S","L455S-0084169","201306","ﾌﾞﾗｯｸ系","35000","熊本","581","え","483","無","コピー","無","無","無","無","","","","091800H22000278","340545"
"2200279","通常","入庫済","2022/06/01","(名)宮村商店","ｱﾙﾄ","DBA-HA24S","HA24S-608317","200809","ﾌﾞﾙｰ系","35000","熊本","580","と","2982","有","有","無","無","無","無","","","","091800H22000279","340601"
"2200280","通常","入庫済","2022/06/01","個人","ﾜｺﾞﾝR","CBA-MH21S","MH21S-396017","200509","ｼﾙﾊﾞｰ系","17000","熊本","581","ま","3657","有","有","無","無","無","無","","","","091800H22000280","340602"
"2200270","通常","入庫済","2022/05/28","カーライフ　個人","ﾐﾗ","TA-L250S","L250S-0073690","200410","ﾎﾜｲﾄ系","35000","熊本","580","も","3936","有","有","無","無","無","有","","","","091800H22000270","340537"
"2200293","通常","入庫済","2022/06/10","個人","ﾌｨｯﾄ","DBA-GE6","GE6-1564636","201112","ﾚｯﾄﾞ系","22000","熊本","532","つ","503","有","有","有","有","有","無","","","","091800H22000293","340613"
"2200236","通常","入庫済","2022/04/30","全損残価評価システム","ｸﾘｯﾊﾟｰ","GBD-U72T","U72T-0450367","200901","ﾎﾜｲﾄ系","25000","熊本","480","く","7229","有","有","無","無","無","有","","","","091800H22000236","340443"
"2200285","通常","入庫済","2022/05/27","個人","ﾊﾞﾓｽ","LA-HM1","HM1-1314265","200206","ﾊﾟｰﾌﾟﾙ系","15000","熊本","582","ろ","1946","有","有","無","無","無","無","","","","091800H22000285","340533"
"2200295","通常","入庫済","2022/06/11","個人","ｻｰﾌﾞ･9-3","GH-FB207","YS3FB49F061122971","200706","ｼﾙﾊﾞｰ系","37000","熊本","300","ま","2761","有","有","有","有","有","無","","","","091800H22000295","340615"
"2200260","通常","入庫済","2022/05/17","個人","ｳｲﾝｸﾞﾛｰﾄﾞ","DBA-Y12","Y12-109445","200910","ﾌﾞﾗｯｸ系","22000","熊本","502","た","8843","有","有","有","有","有","無","","","","091800H22000260","340526"
"2200275","通常","入庫済","2022/05/31","今田電装","ｳｨｯｼｭ","CBA-ZNE10G","ZNE10-0220108","200505","ﾎﾜｲﾄﾊﾟｰﾙ系","50000","熊本","501","ふ","8299","無","抹消原本","無","無","無","無","","","","091800H22000275","340543"
"2200283","通常","入庫済","2022/05/07","日産人吉　営業","ﾐﾆ(BMW)","CBA-ZA16","WMWZA320X0WN21014","201211","ｸﾞﾘｰﾝ系","50000","熊本","330","ふ","7077","無","抹消原本","無","無","有","無","","","","091800H22000283","340507"
"2200227","通常","入庫済","2022/04/27","全損残価評価システム","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-LA100S","LA100S-0262666","201311","ｸﾞﾚｰ系","27500","熊本","581","き","1531","有","有","無","無","無","有","","","","091800H22000227","340436"
"2200288","破砕ストップ","入庫済","2022/06/04","日産人吉　営業","ｽｶｲﾗｲﾝ","GF-HR34","HR34-100882","200012","ｼﾙﾊﾞｰ系","50000","熊本","330","と","10","有","有","有","有","有","有","","","","091800H22000288","340606"
"2200213","通常","入庫済","2022/04/16","（株）ＪＵＳＴ","ｱﾙﾄ･ﾗﾊﾟﾝ","UA-HE21S","HE21S-378304","200305","ﾚｯﾄﾞ系","35000","熊本","581","み","1962","無","抹消原本","無","無","無","無","","","","091800H22000213","340421"
"2200253","通常","入庫済","2022/05/16","車検のコバック八代　千丁店","ekｽﾎﾟｰﾂ","LA-H81W","H81W-0412379","200307","ﾎﾜｲﾄ系","35000","熊本","581","の","671","無","コピー","無","無","無","有","","","","091800H22000253","340518"
"2200292","通常","入庫済","2022/06/08","個人","ｳﾞｨｯﾂ","DBA-SCP90","SCP90-5004937","200503","ｼﾙﾊﾞｰ系","30000","熊本","501","ま","1979","有","有","有","有","有","無","","","","091800H22000292","340612"
"2200249","通常","入庫済","2022/05/11","個人","ﾎﾞﾝｺﾞ","ABF-SKP2V","SKP2V-205700","201308","ﾎﾜｲﾄ系","25000","熊本","400","て","6771","有","","有","有","有","無","","","","091800H22000249","340514"
"2200284","通常","入庫済","2022/05/21","全損残価評価システム","ﾏｲﾃｨﾎﾞｰｲ","M-SS40T","SS40T-103813","198304","ﾎﾜｲﾄ系","20000","熊本","40","ち","2985","無","抹消原本","無","無","無","無","","","","091800H22000284","340530"
"2200296","通常","入庫済","2022/06/11","個人","ﾊﾞﾓｽ","GF-HM1","HM1-1200686","200105","ｺﾞｰﾙﾄﾞ系","27000","熊本","580","つ","2825","有","有","無","無","無","有","","","","091800H22000296","340616"
"2200237","通常","入庫済","2022/05/02","有限会社　八代部品","ﾊﾞﾓｽ･ﾎﾋﾞｵ","ABA-HM3","HM3-1301328","200711","ｼﾙﾊﾞｰ系","35000","熊本","581","こ","1182","有","有","無","無","無","有","","","","091800H22000237","340501"
"2200220","通常","入庫済","2022/04/22","（株）ＪＵＳＴ","ﾊﾞﾓｽ･ﾎﾋﾞｵ","GBD-HJ1","HJ1-1301886","200803","ｼﾙﾊﾞｰ系","35000","熊本","480","そ","6572","無","抹消原本","無","無","無","無","","","","091800H22000220","340427"
"2200297","通常","入庫済","2022/06/13","カワモト","ﾐﾗ･ｲｰｽ","DBA-LA300S","LA300S-1177540","201307","ﾌﾞﾗｳﾝ系","40000","熊本","581","え","5838","無","コピー","無","無","無","無","","","","091800H22000297","340617"
"2200254","通常","入庫済","2022/05/16","ネッツトヨタ熊本　人吉店","ｳﾞｨｯﾂ","DBA-KSP130","KSP130-2165595","201602","ｼﾙﾊﾞｰ系","80000","熊本","502","そ","2674","無","コピー","無","無","無","無","","","","091800H22000254","340519"
"2200256","通常","入庫済","2022/05/16","日産人吉　営業","ｽﾋﾟｱｰﾉ","UA-HF21S","HF21S-308607","200306","ﾋﾟﾝｸ系","35000","熊本","53","く","924","有","有","無","無","無","無","","","","091800H22000256","340521"
"2200277","通常","入庫済","2022/05/31","ハロービックハロー八代","ﾌﾟﾚｵ","TA-RA1","RA1-376508","200606","ﾎﾜｲﾄ系","35000","熊本","581","か","187","有","有","無","無","無","無","","","","091800H22000277","340544"
"2200209","通常","入庫済","2022/04/14","個人","ｻﾝﾊﾞｰ","TA-TW1","TW1-020287","200506","ｺﾞｰﾙﾄﾞ系","17000","熊本","581","ゆ","7477","無","コピー","無","無","無","無","","","","091800H22000209","340416"
"2200252","通常","入庫済","2022/05/16","車検のコバック八代　千丁店","ﾀﾝﾄ","DBA-L375S","L375S-0066888","200806","ﾌﾞﾗｯｸ系","35000","熊本","581","も","7532","無","コピー","無","無","","無","","","","091800H22000252","340517"
"2200269","通常","入庫済","2022/05/28","（株）カーライフ","ﾉｰﾄ","DBA-E11","E11-518665","201008","ﾎﾜｲﾄﾊﾟｰﾙ系","50000","熊本","501","ひ","9454","有","有","有","有","有","有","","","","091800H22000269","340536"
"2200231","通常","入庫済","2022/04/30","個人","ﾜｺﾞﾝR","DBA-MH21S","MH21S-991289","200704","ﾎﾜｲﾄﾊﾟｰﾙ系","15000","熊本","580","す","6169","有","有","無","無","無","無","","","","091800H22000231","340438"
"2200282","通常","入庫済","2022/06/01","全損残価評価システム","ﾀﾝﾄ","DBA-L375S","L375S-0086988","200807","ｺﾞｰﾙﾄﾞ系","27500","熊本","580","て","6239","有","有","無","無","無","有","","","","091800H22000282","340603"
"2200265","通常","入庫済","2022/05/24","全損残価評価システム","ﾊｲｾﾞｯﾄ","GD-S200P","S200P-0063654","200105","ﾎﾜｲﾄ系","27500","熊本","480","に","2967","有","有","無","無","無","有","","","","091800H22000265","340531"
"2200218","通常","入庫済","2022/04/21","日産人吉　営業","ﾉｰﾄ","DBA-E11","E11-607132","201106","ﾎﾜｲﾄﾊﾟｰﾙ系","50000","熊本","501","ほ","8280","有","有","有","有","有","有","","","","091800H22000218","340426"
"2200261","通常","入庫済","2022/05/17","ｽｽﾞｷアリーナ八代","ｱﾙﾄ","DBA-HA24S","HA24S-508644","200505","ﾌﾞﾗｯｸ系","38500","熊本","580","か","4345","無","抹消原本","無","無","無","無","","","","091800H22000261","340525"
"2200267","通常","入庫済","2022/05/27","カーライフ　個人","ｱﾙﾄ","GBD-HA24V","HA24V-130224","200608","ﾎﾜｲﾄ系","35000","熊本","480","こ","5089","無","有","無","無","無","無","","","","091800H22000267","340534"
"2200286","通常","入庫済","2022/06/02","(名)宮村商店","ｷｬﾘｰ","EBD-DA63T","DA63T-497898","200705","ﾎﾜｲﾄ系","10000","熊本","480","か","1386","有","有","無","無","無","無","","","","091800H22000286","340604"
"2200216","通常","入庫済","2022/04/20","カーライフ　個人","ﾊｲｾﾞｯﾄ","TE-S200P","S200P-2017956","200509","ﾎﾜｲﾄ系","35000","熊本","480","ね","6707","無","抹消原本","無","無","無","無","","","","091800H22000216","340424"
"2200243","通常","入庫済","2022/05/09","吉見自動車","ﾊﾟﾚｯﾄ","DBA-MK21S","MK21S-129923","200808","ﾌﾞﾗｯｸ系","35000","熊本","581","た","4976","無","抹消原本","無","無","無","無","","","","091800H22000243","340508"
"2200276","通常","入庫済","2022/05/31","（有）嶋田車体","ｳﾞｨｯﾂ","DBA-NSP130","NSP130-2068976","201203","ｼﾙﾊﾞｰ系","50000","熊本","502","つ","2770","無","コピー","無","無","無","無","","","","091800H22000276","340542"
"2200298","通常","入庫済","2022/06/13","ガレージセブン","ｴﾌﾞﾘｨ","EBD-DA64V","DA64V-241077","200707","ﾎﾜｲﾄ系","40000","熊本","480","ぬ","2083","無","抹消原本","無","無","無","無","","","","091800H22000298","340618"
"2200241","通常","入庫済","2022/05/07","個人","Kei","GF-HN11S","HN11S-649773","200004","ﾎﾜｲﾄ系","10000","熊本","580","か","9189","無","抹消原本","無","無","無","無","","","","091800H22000241","340505"
"2200245","通常","入庫済","2022/05/09","人吉ロードサービス","ｱﾙﾄ･ﾗﾊﾟﾝ","UA-HE21S","HE21S-381834","200306","ﾌﾞﾙｰ系","35000","熊本","580","の","9233","有","有","無","無","無","有","","","","091800H22000245","340510"
"2200221","通常","入庫済","2022/04/22","（株）ＪＵＳＴ","ﾐﾗ","TA-L700S","L700S-0249132","200109","ﾎﾜｲﾄ系","35000","熊本","50","ら","9839","無","抹消原本","無","無","無","無","","","","091800H22000221","340428"
"2200239","通常","入庫済","2022/05/06","全損残価評価システム","ｽﾍﾟｰｼｱ","DAA-MK53S","MK53S-228474","201909","ｲｴﾛｰ系","77000","熊本","581","や","7259","有","無","無","無","無","無","","","","091800H22000239","340503"
"2200294","通常","入庫済","2022/06/10","個人","ﾌｨｯﾄ","DBA-GD1","GD1-2156344","200503","ｼﾙﾊﾞｰ系","20000","熊本","599","ち","2619","有","有","有","有","有","無","","","","091800H22000294","340614"
"2200289","通常","入庫済","2022/06/06","（有）カーショップミヤモト","ﾗｲﾌ","UA-JB5","JB5-4017525","200311","ｲｴﾛｰ系","35000","熊本","53","け","9147","有","有","無","無","無","無","","","","091800H22000289","340607"
"2200290","通常","入庫済","2022/06/06","（有）カーショップミヤモト","ﾊｲｾﾞｯﾄ","TE-S200P","S200P-0098291","200210","ﾎﾜｲﾄ系","35000","熊本","480","と","7738","有","有","無","無","無","無","","","","091800H22000290","340608"
"2100617","通常","入庫済","2021/11/18","車買取専門店　チェレステ　人吉店","R2","CBA-RC1","RC1-015483","200403","ﾜｲﾝ系","30000","熊本","53","さ","4433","有","有","無","無","無","無","","","","091800H21000617","331123"
"2100590","通常","入庫済","2021/10/28","全損残価評価システム","ｱｸｱ","DAA-NHP10","NHP10-6105650","201211","ｸﾞﾚｰ系","50000","熊本","502","に","4039","有","有","無","無","無","有","","","","091800H21000590","331033"
"2100600","通常","入庫済","2021/11/05","個人","ｵｯﾃｨ","DBA-H91W","H91W-0321879","200608","ｸﾞﾚｰ系","10000","熊本","581","み","6402","有","有","無","無","無","無","","","","091800H21000600","331106"
"2100634","通常","入庫済","2021/11/26","（株）ＪＵＳＴ","ﾜｺﾞﾝR","DBA-MH23S","MH23S-277137","201001","ﾎﾜｲﾄ系","30000","熊本","581","て","3636","無","コピー","無","無","無","無","","","","091800H21000634","331140"
"2100610","通常","入庫済","2021/11/10","（有）嶋田車体","ｴｯｾ","DBA-L235S","L235S-1024739","200812","ﾜｲﾝ系","30000","熊本","583","は","1003","無","コピー","無","無","無","無","","","","091800H21000610","331116"
"2100602","通常","入庫済","2021/11/09","（有）平山モータース","ﾌｨｯﾄ","DBA-GD1","GD1-2403944","200704","ﾌﾞﾙｰ系","40000","熊本","501","つ","8674","有","有","有","有","有","無","","","","091800H21000602","331108"
